['TIL-103D', '17:40', '19:00', 'Monday']
['MU-207', '14:00', '17:00', 'Thursday']
['MU-207', '14:00', '17:00', 'Tuesday']
['TH-114', '17:40', '19:00', 'Monday']
['TH-114', '17:40', '19:00', 'Thursday']
['TH-114', '14:00', '15:20', 'Monday']
['TH-114', '14:00', '15:20', 'Wednesday']
['EOH-402', '13:00', '14:30', 'Wednesday']
['ENR-334', '14:00', '15:20', 'Tuesday']
['ENR-223', '14:00', '15:20', 'Monday']
['ENR-223', '14:00', '15:20', 'Wednesday']
['BL-131', '13:00', '16:00', 'Monday']
['COB-118', '14:00', '17:00', 'Thursday']
['FS-102', '19:15', '20:35', 'Monday']
['FS-102', '19:15', '20:35', 'Wednesday']
['FS-120', '17:35', '19:20', 'Tuesday']
['FS-120', '17:35', '19:20', 'Thursday']
['FS-107', '15:50', '17:10', 'Monday']
['FS-107', '15:50', '17:10', 'Wednesday']
['FS-120', '17:40', '19:00', 'Monday']
['FS-120', '17:40', '19:00', 'Wednesday']
['FS-107', '15:50', '18:50', 'Tuesday']
['FS-120', '14:00', '17:00', 'Friday']
['ABW-4190', '14:30', '17:10', 'Monday']
['LSH-B120', '14:00', '17:00', 'Wednesday']
['LSH-B120', '14:00', '17:00', 'Thursday']
['ENR-145', '17:30', '20:00', 'Thursday']
['WL-142', '14:00', '16:30', 'Thursday']
['WL-142A', '17:40', '20:50', 'Monday']
['WL-128', '10:20', '13:20', 'Wednesday']
['ABW-4050', '10:20', '11:40', 'Monday']
['ABW-4050', '15:50', '19:00', 'Thursday']
['ABW-4050', '15:50', '18:50', 'Wednesday']
['LSH-B110', '12:10', '15:10', 'Tuesday']
['LSH-A121', '08:30', '11:30', 'Wednesday']
['LSH-B110', '12:10', '15:10', 'Wednesday']
['LSH-A121', '08:30', '11:30', 'Tuesday']
['ABW-2100', '17:40', '20:40', 'Thursday']
['VD-301', '10:20', '13:20', 'Wednesday']
['VD-301', '10:20', '13:20', 'Monday']
['VD-301', '14:00', '17:00', 'Wednesday']
['VD-301', '17:40', '20:40', 'Monday']
['VD-301', '14:00', '17:00', 'Monday']
['VD-301', '17:40', '20:40', 'Wednesday']
['VD-301', '14:00', '17:00', 'Tuesday']
['VD-301', '10:20', '13:20', 'Thursday']
['VD-301', '17:40', '20:40', 'Tuesday']
['VD-308', '14:00', '17:00', 'Thursday']
['VD-301', '17:40', '20:40', 'Thursday']
['COR-602', '18:00', '21:00', 'Tuesday']
['COR-601', '18:00', '21:00', 'Wednesday']
['COR-602', '15:00', '18:00', 'Wednesday']
['COR-602', '14:00', '17:00', 'Monday']
['COR-601', '18:00', '21:00', 'Monday']
['ARC-110', '18:00', '21:00', 'Thursday']
['COR-602', '18:00', '21:00', 'Thursday']
['COR-601', '18:00', '21:00', 'Tuesday']
['COR-601', '18:00', '21:00', 'Thursday']
['COR-104', '18:00', '21:00', 'Thursday']
['HLL-116', '12:10', '13:30', 'Tuesday']
['JLB-106', '12:30', '14:30', 'Tuesday']
['JLB-219', '10:20', '13:20', 'Thursday']
['JLB-219', '15:00', '17:40', 'Wednesday']
['BL-233', '12:10', '13:30', 'Tuesday']
['BL-233', '14:00', '17:00', 'Tuesday']
['BL-233', '14:00', '17:00', 'Thursday']
['BL-129', '12:10', '13:30', 'Tuesday']
['BL-129', '12:10', '13:30', 'Friday']
['TH-101', '12:10', '15:10', 'Monday']
['BL-149', '12:10', '15:10', 'Wednesday']
['BL-148', '12:10', '15:10', 'Wednesday']
['BL-148', '12:10', '15:10', 'Friday']
['ABW-5190', '16:30', '19:10', 'Monday']
['ABW-5050', '16:30', '19:10', 'Tuesday']
['HCK-206', '10:20', '11:40', 'Monday']
['HCK-206', '10:20', '11:40', 'Thursday']
['HCK-213', '12:10', '13:30', 'Monday']
['HCK-213', '12:10', '13:30', 'Thursday']
['HCK-132', '12:10', '13:30', 'Wednesday']
['SEM-108', '12:10', '13:30', 'Monday']
['SEM-108', '12:10', '13:30', 'Wednesday']
['SEM-108', '10:20', '11:40', 'Tuesday']
['SEM-108', '10:20', '11:40', 'Friday']
['SEM-108', '10:20', '11:40', 'Monday']
['SEM-108', '10:20', '11:40', 'Thursday']
['SEM-108', '15:50', '17:10', 'Tuesday']
['SEM-108', '15:50', '17:10', 'Thursday']
['SEM-108', '15:50', '17:10', 'Monday']
['SEM-108', '15:50', '17:10', 'Wednesday']
['SEM-108', '12:10', '15:10', 'Thursday']
['SPR-403', '08:30', '12:00', 'Saturday']
['ARC-333', '14:00', '17:00', 'Thursday']
['SEC-216', '15:50', '17:10', 'Monday']
['SEC-216', '15:50', '17:10', 'Wednesday']
['SEC-217', '12:10', '13:30', 'Monday']
['SEC-217', '12:10', '13:30', 'Thursday']
['CCR-201', '17:40', '20:40', 'Monday']
['ARC-333', '14:00', '17:00', 'Tuesday']
['CCR-201', '12:10', '13:30', 'Tuesday']
['CCR-201', '12:10', '13:30', 'Thursday']
['HLL-525', '14:00', '15:20', 'Monday']
['HLL-525', '14:00', '15:20', 'Wednesday']
['HLL-425', '14:00', '15:20', 'Tuesday']
['HLL-425', '14:00', '15:20', 'Thursday']
['HLL-425', '10:20', '11:40', 'Tuesday']
['HLL-425', '10:20', '11:40', 'Friday']
['HLL-525', '12:10', '13:30', 'Tuesday']
['HLL-525', '12:10', '13:30', 'Friday']
['HLL-425', '15:50', '17:10', 'Tuesday']
['HLL-425', '15:50', '17:10', 'Thursday']
['HLL-525', '17:40', '19:00', 'Monday']
['HLL-525', '17:40', '19:00', 'Wednesday']
['HLL-005', '10:20', '11:40', 'Tuesday']
['HLL-005', '10:20', '11:40', 'Thursday']
['HLL-423', '12:10', '13:30', 'Monday']
['HLL-423', '12:10', '13:30', 'Thursday']
['HLL-525', '10:20', '11:40', 'Monday']
['HLL-525', '10:20', '11:40', 'Thursday']
['HLL-525', '08:30', '09:50', 'Monday']
['HLL-525', '08:30', '09:50', 'Thursday']
['HLL-425', '10:20', '11:40', 'Monday']
['HLL-425', '10:20', '11:40', 'Thursday']
['HLL-525', '10:20', '11:40', 'Tuesday']
['HLL-525', '10:20', '11:40', 'Friday']
['HLL-525', '12:10', '13:30', 'Monday']
['HLL-525', '12:10', '13:30', 'Thursday']
['HLL-425', '14:00', '15:20', 'Monday']
['HLL-425', '14:00', '15:20', 'Wednesday']
['HLL-423', '12:10', '13:30', 'Tuesday']
['HLL-423', '12:10', '13:30', 'Friday']
['HLL-425', '08:30', '09:50', 'Monday']
['HLL-425', '08:30', '09:50', 'Thursday']
['HLL-525', '10:20', '11:40', 'Wednesday']
['HLL-425', '12:10', '13:30', 'Monday']
['HLL-425', '12:10', '13:30', 'Thursday']
['HLL-423', '14:00', '15:20', 'Monday']
['HLL-423', '14:00', '15:20', 'Wednesday']
['HLL-525', '15:50', '17:10', 'Tuesday']
['HLL-525', '15:50', '17:10', 'Thursday']
['HLL-423', '14:00', '15:20', 'Tuesday']
['HLL-423', '14:00', '15:20', 'Thursday']
['HLL-423', '10:20', '11:40', 'Monday']
['HLL-423', '10:20', '11:40', 'Thursday']
['HLL-005', '14:00', '15:20', 'Monday']
['HLL-005', '14:00', '15:20', 'Wednesday']
['ARC-110', '08:30', '09:50', 'Monday']
['ARC-110', '08:30', '09:50', 'Thursday']
['ARC-333', '14:00', '15:20', 'Monday']
['ARC-333', '14:00', '15:20', 'Wednesday']
['SEC-206', '12:10', '13:30', 'Monday']
['SEC-206', '12:10', '13:30', 'Thursday']
['ARC-206', '10:20', '11:40', 'Tuesday']
['ARC-206', '10:20', '11:40', 'Friday']
['BRR-3087', '18:00', '21:00', 'Wednesday']
['ARC-207', '17:40', '20:40', 'Tuesday']
['SEC-220', '12:10', '13:30', 'Tuesday']
['SEC-220', '12:10', '13:30', 'Friday']
['SEC-220', '14:00', '15:20', 'Tuesday']
['SEC-220', '14:00', '15:20', 'Thursday']
['HLL-009', '17:40', '20:40', 'Thursday']
['HLL-009', '19:30', '20:50', 'Monday']
['HLL-009', '19:30', '20:50', 'Wednesday']
['FBO-108', '10:20', '11:40', 'Wednesday']
['SEC-212', '12:10', '13:30', 'Wednesday']
['SEC-212', '14:00', '15:20', 'Friday']
['SEC-212', '08:30', '09:50', 'Tuesday']
['SEC-212', '08:30', '09:50', 'Friday']
['PH-323A', '12:00', '13:30', 'Tuesday']
['NH-B408', '10:30', '12:00', 'Monday']
['NH-B408', '13:00', '15:00', 'Monday']
['NH-B408', '16:00', '19:00', 'Thursday']
['NH-B408', '10:00', '12:00', 'Wednesday']
['CHI-1355', '08:30', '11:30', 'Wednesday']
['NH-B408', '13:00', '15:00', 'Thursday']
['NH-B408', '09:30', '12:30', 'Thursday']
['FOR-138B', '17:40', '19:00', 'Thursday']
['MED-V12', '09:00', '10:00', 'Friday']
['WAK-1001', '12:15', '13:15', 'Thursday']
['MED-V12', '09:00', '10:30', 'Monday']
['MED-V12', '09:00', '10:30', 'Wednesday']
['MED-V12', '12:00', '13:30', 'Monday']
['MED-V12', '12:00', '13:30', 'Wednesday']
['WAK-1035', '10:00', '11:30', 'Tuesday']
['WAK-1035', '10:00', '11:30', 'Thursday']
['MED-V12', '14:00', '15:30', 'Monday']
['MED-V12', '14:00', '15:30', 'Wednesday']
['MED-V12', '14:00', '15:30', 'Tuesday']
['MED-V12', '14:00', '15:30', 'Thursday']
['MED-V12', '09:00', '10:30', 'Tuesday']
['MED-V12', '09:00', '10:30', 'Thursday']
['NH-B125', '09:00', '10:30', 'Tuesday']
['NH-B125', '09:00', '10:30', 'Thursday']
['DL-G006', '08:30', '11:30', 'Monday']
['DL-G006', '14:00', '17:00', 'Wednesday']
['DL-G006', '08:30', '11:30', 'Thursday']
['MUS-109', '12:10', '15:10', 'Tuesday']
['DL-G006', '08:30', '11:30', 'Wednesday']
['RMH-101', '08:30', '11:30', 'Monday']
['FS-305', '10:20', '13:20', 'Wednesday']
['DAV-216A', '15:50', '17:10', 'Monday']
['DAV-216A', '15:50', '17:10', 'Wednesday']
['DAV-216A', '12:10', '13:30', 'Monday']
['DAV-216A', '12:10', '13:30', 'Thursday']
['FS-102', '14:00', '15:20', 'Friday']
['MSB-109', '12:10', '13:30', 'Monday']
['MSB-109', '12:10', '13:30', 'Thursday']
['MSB-109', '14:00', '15:20', 'Monday']
['MSB-109', '14:00', '15:20', 'Thursday']
['MSB-102', '10:20', '11:40', 'Tuesday']
['MED-V14', '16:00', '19:00', 'Wednesday']
['CIN-4539', '15:00', '16:30', 'Tuesday']
['CIN-4539', '15:00', '16:30', 'Friday']
['MED-400A', '13:30', '15:30', 'Thursday']
['PH-249', '09:00', '11:55', 'Friday']
['PH-249', '12:00', '13:00', 'Friday']
['GTW-524B', '09:00', '12:00', 'Tuesday']
['GTW-524B', '12:15', '15:15', 'Tuesday']
['GTW-524B', '12:15', '15:15', 'Wednesday']
['GTW-524B', '12:15', '15:15', 'Friday']
['GTW-524B', '12:00', '15:00', 'Monday']
['GTW-524B', '09:00', '12:00', 'Friday']
['GTW-524B', '09:00', '12:00', 'Thursday']
['SEC-220', '18:00', '21:00', 'Wednesday']
['ARC-205', '10:20', '13:20', 'Friday']
['COR-602', '18:00', '21:00', 'Monday']
['ARC-206', '10:20', '11:40', 'Monday']
['ARC-206', '10:20', '11:40', 'Thursday']
['ARC-204', '12:10', '13:30', 'Monday']
['ARC-204', '12:10', '13:30', 'Thursday']
['SRN-401', '14:00', '15:20', 'Monday']
['SRN-401', '14:00', '15:20', 'Wednesday']
['SRN-385', '10:20', '11:40', 'Monday']
['SRN-385', '10:20', '11:40', 'Thursday']
['ARC-206', '12:10', '13:30', 'Monday']
['ARC-206', '12:10', '13:30', 'Thursday']
['SEC-218', '10:20', '11:40', 'Tuesday']
['SEC-218', '10:20', '11:40', 'Friday']
['ARC-207', '14:00', '15:20', 'Tuesday']
['ARC-207', '14:00', '15:20', 'Thursday']
['ARC-204', '10:20', '11:40', 'Monday']
['ARC-204', '10:20', '11:40', 'Thursday']
['SEC-216', '15:50', '17:10', 'Tuesday']
['SEC-216', '15:50', '17:10', 'Thursday']
['SEC-212', '08:30', '09:50', 'Monday']
['SEC-212', '08:30', '09:50', 'Thursday']
['SRN-385', '17:40', '19:00', 'Tuesday']
['PH-115', '14:00', '15:20', 'Monday']
['PH-115', '14:00', '15:20', 'Wednesday']
['MED-V14', '10:00', '11:30', 'Tuesday']
['MED-V14', '10:00', '11:30', 'Thursday']
['FS-109', '14:00', '15:20', 'Monday']
['FS-109', '14:00', '15:20', 'Wednesday']
['FS-101', '10:20', '11:40', 'Tuesday']
['FS-109', '12:10', '15:10', 'Friday']
['HCK-612', '18:00', '20:40', 'Tuesday']
['HCK-612', '15:00', '17:40', 'Monday']
['HCK-612', '18:00', '20:40', 'Thursday']
['HCK-612', '18:00', '20:40', 'Wednesday']
['HCK-612', '10:00', '12:40', 'Saturday']
['HCK-612', '15:00', '17:40', 'Tuesday']
['HCK-612', '18:00', '20:40', 'Monday']
['HCK-313', '12:00', '14:40', 'Tuesday']
['HCK-313', '15:00', '17:40', 'Thursday']
['HCK-313', '18:00', '20:40', 'Tuesday']
['HCK-313', '12:00', '14:40', 'Monday']
['HCK-313', '15:00', '17:40', 'Tuesday']
['HCK-313', '12:00', '14:40', 'Thursday']
['WD-CONF', '15:00', '17:40', 'Monday']
['HCK-313', '09:00', '11:40', 'Thursday']
['HCK-313', '15:00', '17:40', 'Wednesday']
['PSY-105', '13:00', '14:30', 'Thursday']
['PSY-301', '09:30', '12:00', 'Thursday']
['TIL-102', '09:30', '12:30', 'Monday']
['TIL-102', '09:30', '12:00', 'Tuesday']
['TIL-102', '13:00', '16:00', 'Monday']
['SPR-203', '09:00', '12:00', 'Monday']
['PSY-301', '09:30', '12:30', 'Tuesday']
['ARC-206', '08:30', '09:50', 'Monday']
['ARC-206', '08:30', '09:50', 'Thursday']
['CIP-120', '12:00', '15:00', 'Wednesday']
['SWG-B', '13:15', '15:55', 'Tuesday']
['SWG-B', '16:15', '17:30', 'Tuesday']
['SWG-B', '13:00', '15:40', 'Wednesday']
['SWG-A', '09:15', '11:55', 'Wednesday']
['SWG-B', '10:00', '11:30', 'Tuesday']
['SWG-A', '13:00', '15:40', 'Wednesday']
['SWG-C', '13:15', '15:55', 'Tuesday']
['SWG-A', '10:00', '11:45', 'Tuesday']
['DAV-128', '17:00', '19:40', 'Wednesday']
['DAV-128', '10:20', '13:00', 'Tuesday']
['DAV-128', '17:00', '17:55', 'Monday']
['DAV-128', '14:00', '16:40', 'Monday']
['DAV-127', '10:20', '13:00', 'Tuesday']
['CWP-110', '12:10', '15:10', 'Monday']
['ABW-5190', '10:20', '13:20', 'Thursday']
['ABW-5190', '10:20', '13:20', 'Monday']
['ABW-5190', '14:00', '17:10', 'Thursday']
['PH-115', '18:00', '21:00', 'Thursday']
['SEC-118', '14:00', '15:20', 'Monday']
['SEC-118', '14:00', '15:20', 'Wednesday']
['MI-100', '18:00', '21:00', 'Tuesday']
['VH-105', '12:10', '15:10', 'Thursday']
['FBO-108', '18:00', '21:00', 'Wednesday']
['SEC-212', '18:00', '21:00', 'Wednesday']
['ARC-110', '18:00', '21:00', 'Monday']
['COR-101', '18:00', '21:00', 'Tuesday']
['FBO-108', '10:20', '13:20', 'Monday']
['COR-101', '18:00', '21:00', 'Monday']
['SEC-209', '18:00', '21:00', 'Thursday']
['SEC-202', '18:00', '21:00', 'Monday']
['SEC-203', '10:20', '11:40', 'Monday']
['SEC-203', '10:20', '11:40', 'Thursday']
['HLL-552', '18:00', '21:00', 'Wednesday']
['HLL-552', '14:00', '15:20', 'Tuesday']
['HLL-552', '14:00', '15:20', 'Thursday']
['HLL-552', '10:20', '11:40', 'Tuesday']
['HLL-552', '10:20', '11:40', 'Thursday']
['HLL-552', '15:50', '17:10', 'Monday']
['HLL-552', '15:50', '17:10', 'Wednesday']
['HLL-552', '10:00', '11:20', 'Monday']
['HLL-552', '10:00', '11:20', 'Wednesday']
['SEC-211', '10:20', '13:20', 'Monday']
['HLL-552', '14:00', '15:20', 'Monday']
['HLL-552', '14:00', '15:20', 'Wednesday']
['COR-101', '12:10', '13:30', 'Wednesday']
['EOH-C', '13:00', '15:00', 'Tuesday']
['EOH-C', '13:00', '15:00', 'Thursday']
['PH-288', '13:00', '14:50', 'Tuesday']
['PH-130', '10:35', '11:55', 'Tuesday']
['PH-130', '10:35', '11:55', 'Friday']
['EOH-C', '15:00', '16:00', 'Friday']
['PH-130', '12:10', '13:30', 'Tuesday']
['PH-130', '12:10', '13:30', 'Friday']
['EOH-C', '09:00', '12:00', 'Friday']
['KLG-017', '12:10', '15:10', 'Thursday']
['CWP-110', '12:10', '15:10', 'Wednesday']
['CWP-110', '12:10', '15:10', 'Tuesday']
['CI-337', '18:00', '21:00', 'Wednesday']
['CI-337', '18:00', '21:00', 'Monday']
['CI-114B', '19:00', '22:00', 'Thursday']
['CI-304', '18:00', '21:00', 'Wednesday']
['CI-304', '18:00', '21:00', 'Tuesday']
['ABE-2250', '18:00', '21:00', 'Monday']
['CI-337', '18:00', '21:00', 'Tuesday']
['CI-201', '18:00', '21:00', 'Tuesday']
['ABW-3100', '15:50', '18:50', 'Tuesday']
['CI-337', '14:00', '17:00', 'Wednesday']
['CI-304', '14:00', '17:00', 'Thursday']
['GOR-422', '08:45', '11:30', 'Tuesday']
['PSY-A317', '08:45', '11:30', 'Tuesday']
['PSY-A317', '14:00', '16:45', 'Wednesday']
['PSY-A340', '17:00', '19:45', 'Wednesday']
['NH-D340', '18:15', '20:45', 'Wednesday']
['SMH-219', '15:35', '18:05', 'Tuesday']
['SMH-200', '18:15', '20:45', 'Monday']
['SMH-219', '18:15', '20:45', 'Thursday']
['SMH-219', '15:35', '18:05', 'Wednesday']
['NH-D340', '18:15', '20:45', 'Tuesday']
['SMH-219', '18:15', '20:45', 'Monday']
['NH-D340', '15:35', '18:05', 'Tuesday']
['SMH-219', '15:35', '18:05', 'Thursday']
['AUT-104', '18:15', '20:45', 'Thursday']
['PSY-A341', '14:00', '16:45', 'Tuesday']
['GOR-422', '14:00', '16:45', 'Wednesday']
['PSY-A317', '08:45', '11:30', 'Wednesday']
['PSY-A317', '14:00', '16:45', 'Monday']
['PSY-A317', '17:15', '19:45', 'Wednesday']
['PSY-A340', '14:00', '16:45', 'Monday']
['PSY-A317', '14:00', '16:45', 'Tuesday']
['SMH-200', '08:45', '11:30', 'Wednesday']
['PSY-A317', '17:00', '19:45', 'Monday']
['PSY-A340', '17:00', '19:45', 'Monday']
['PSY-A223', '08:45', '11:30', 'Tuesday']
['PSY-A223', '14:00', '16:45', 'Tuesday']
['GOR-422', '14:00', '16:45', 'Tuesday']
['PSY-A230', '14:00', '16:45', 'Monday']
['PSY-A302', '14:00', '16:45', 'Monday']
['PSY-A223', '14:00', '16:45', 'Wednesday']
['PSY-A317', '09:00', '11:45', 'Friday']
['GOR-422', '17:40', '20:25', 'Tuesday']
['PSY-A302', '14:00', '16:45', 'Wednesday']
['PSY-A340', '08:45', '11:30', 'Monday']
['GOR-422', '08:45', '11:30', 'Wednesday']
['PSY-A340', '14:00', '16:45', 'Tuesday']
['PSY-A317', '17:00', '19:45', 'Tuesday']
['PSY-A341', '17:00', '19:45', 'Monday']
['PSY-A302', '17:00', '19:45', 'Monday']
['PSY-A341', '08:45', '11:30', 'Tuesday']
['PSY-A230', '08:45', '11:30', 'Tuesday']
['ARC-203', '14:00', '16:45', 'Tuesday']
['PSY-A302', '08:45', '11:30', 'Tuesday']
['PSY-301', '14:00', '16:45', 'Tuesday']
['SMH-200', '15:35', '18:05', 'Tuesday']
['SMH-200', '15:35', '18:05', 'Thursday']
['SMH-200', '15:35', '18:05', 'Wednesday']
['SMH-200', '18:15', '20:45', 'Thursday']
['NH-340B', '18:15', '20:45', 'Monday']
['SMH-200', '18:15', '20:45', 'Tuesday']
['SMH-219', '18:15', '20:45', 'Tuesday']
['NH-D340', '18:15', '20:45', 'Thursday']
['NH-D340', '15:35', '18:05', 'Wednesday']
['SMH-219', '12:55', '15:25', 'Thursday']
['SMH-219', '18:15', '20:45', 'Wednesday']
['SMH-200', '12:55', '15:25', 'Tuesday']
['SMH-219', '15:35', '18:05', 'Monday']
['PH-111', '10:20', '11:40', 'Monday']
['PH-111', '10:20', '11:40', 'Thursday']
['FH-A3', '18:00', '21:00', 'Wednesday']
['CA-A1', '08:30', '11:30', 'Wednesday']
['ALB-B', '12:10', '15:10', 'Tuesday']
['HH-A6', '18:00', '21:00', 'Tuesday']
['FH-B1', '08:30', '11:30', 'Tuesday']
['HH-A6', '08:30', '11:30', 'Tuesday']
['SC-220', '08:30', '11:30', 'Wednesday']
['SC-203', '18:00', '21:00', 'Monday']
['SC-102', '08:30', '11:30', 'Wednesday']
['FH-A3', '08:30', '11:30', 'Tuesday']
['ED-025B', '18:00', '21:00', 'Thursday']
['SC-204', '18:00', '21:00', 'Wednesday']
['FH-B1', '08:30', '11:30', 'Wednesday']
['ABE-3200', '18:00', '21:00', 'Monday']
['FH-A4', '08:30', '11:30', 'Wednesday']
['ABE-3200', '08:30', '11:30', 'Tuesday']
['ALB-360', '08:30', '11:30', 'Thursday']
['SC-214', '08:30', '11:30', 'Wednesday']
['SC-101', '18:00', '21:00', 'Monday']
['VH-104', '08:30', '11:30', 'Thursday']
['ALB-A', '18:00', '21:00', 'Thursday']
['SC-220', '08:30', '11:30', 'Tuesday']
['SC-201', '18:00', '21:00', 'Wednesday']
['MU-204', '08:30', '11:30', 'Wednesday']
['SC-201', '18:00', '21:00', 'Thursday']
['ALB-A', '08:30', '11:10', 'Friday']
['ALB-B', '13:00', '15:40', 'Friday']
['ALB-360', '08:30', '11:10', 'Friday']
['ALB-A', '13:00', '15:40', 'Friday']
['CA-A3', '18:00', '21:00', 'Tuesday']
['VH-104', '12:10', '15:10', 'Tuesday']
['SC-119', '18:00', '21:00', 'Monday']
['FH-B5', '18:00', '21:00', 'Wednesday']
['MU-210', '08:30', '11:30', 'Tuesday']
['VH-104', '12:10', '15:10', 'Wednesday']
['ALB-A', '12:10', '15:10', 'Thursday']
['ALB-A', '08:30', '11:30', 'Tuesday']
['1CP-112B', '18:00', '21:00', 'Tuesday']
['1CP-120', '18:00', '21:00', 'Monday']
['1CP-122', '18:00', '21:00', 'Tuesday']
['BRR-3085', '10:20', '11:40', 'Sunday']
['BRR-5031', '17:40', '20:40', 'Wednesday']
['BRR-4071', '11:00', '14:00', 'Saturday']
['BRR-4087', '08:30', '11:30', 'Monday']
['BRR-5113', '10:20', '13:20', 'Tuesday']
['BRR-3031', '10:20', '13:20', 'Thursday']
['BRR-4085', '14:00', '17:00', 'Thursday']
['BRR-2071', '12:10', '15:10', 'Tuesday']
['BRR-4071', '10:20', '13:20', 'Wednesday']
['BRR-4085', '08:30', '11:30', 'Wednesday']
['BRR-4087', '14:00', '17:00', 'Monday']
['BRR-3038', '18:00', '21:00', 'Thursday']
['BRR-4073', '18:00', '21:00', 'Thursday']
['BRR-3031', '14:00', '17:00', 'Tuesday']
['BRR-3038', '08:30', '11:30', 'Wednesday']
['BRR-3038', '12:10', '15:10', 'Wednesday']
['BRR-3085', '12:10', '13:30', 'Sunday']
['BRR-3038', '10:20', '13:20', 'Tuesday']
['BRR-3085', '18:00', '21:00', 'Thursday']
['BRR-3038', '15:50', '17:10', 'Wednesday']
['BRR-3038', '10:20', '13:20', 'Thursday']
['BRR-5073', '18:00', '21:00', 'Monday']
['1CP-112B', '18:00', '21:00', 'Thursday']
['BRR-5073', '18:00', '21:00', 'Wednesday']
['BRR-5109', '18:00', '21:00', 'Thursday']
['BRR-3038', '18:00', '21:00', 'Wednesday']
['BRR-3031', '18:00', '21:00', 'Tuesday']
['BRR-3087', '18:00', '21:00', 'Monday']
['BRR-5073', '10:20', '13:20', 'Wednesday']
['BRR-5087', '18:00', '21:00', 'Tuesday']
['TIL-258', '10:20', '13:20', 'Wednesday']
['BRR-3087', '18:00', '21:00', 'Tuesday']
['BRR-5113', '18:00', '21:00', 'Wednesday']
['BRR-4085', '14:00', '17:00', 'Tuesday']
['PH-131', '10:10', '11:30', 'Monday']
['PH-131', '10:10', '11:30', 'Wednesday']
['PH-131', '09:20', '10:15', 'Tuesday']
['PH-288', '15:00', '16:20', 'Tuesday']
['PH-288', '15:00', '15:55', 'Thursday']
['PH-130', '11:00', '11:55', 'Monday']
['PH-130', '11:00', '11:55', 'Wednesday']
['PH-130', '11:00', '11:55', 'Thursday']
['PH-131', '08:30', '09:50', 'Monday']
['PH-131', '08:30', '09:50', 'Wednesday']
['PH-131', '09:20', '10:15', 'Friday']
['PH-249', '14:00', '15:50', 'Tuesday']
['PH-130', '12:35', '14:45', 'Monday']
['PH-130', '12:35', '14:45', 'Wednesday']
['PH-130', '12:35', '14:45', 'Thursday']
['PH-131', '12:20', '13:40', 'Monday']
['PH-131', '12:20', '13:40', 'Wednesday']
['PH-215', '08:40', '10:00', 'Thursday']
['PH-215', '10:10', '11:30', 'Thursday']
['PH-215', '11:40', '13:00', 'Thursday']
['PH-215', '13:10', '14:30', 'Thursday']
['PH-215', '14:40', '16:00', 'Thursday']
['PH-131', '14:00', '15:20', 'Monday']
['PH-131', '14:00', '15:20', 'Wednesday']
['PH-131', '10:35', '11:55', 'Friday']
['ARC-103', '08:45', '09:40', 'Wednesday']
['PH-130', '15:30', '18:30', 'Wednesday']
['PH-130', '08:30', '09:50', 'Monday']
['PH-130', '08:30', '09:50', 'Thursday']
['PH-131', '10:30', '11:20', 'Tuesday']
['PH-135', '08:40', '10:00', 'Thursday']
['PH-135', '10:10', '11:30', 'Thursday']
['PH-135', '11:40', '13:00', 'Thursday']
['PH-135', '13:10', '14:30', 'Thursday']
['PH-135', '14:40', '16:00', 'Thursday']
['PH-131', '15:30', '18:30', 'Wednesday']
['PH-130', '13:50', '15:40', 'Tuesday']
['PH-135', '09:10', '10:30', 'Friday']
['PH-135', '10:35', '11:55', 'Friday']
['PH-135', '12:00', '13:20', 'Friday']
['PH-135', '13:25', '14:45', 'Friday']
['PH-131', '08:00', '09:00', 'Friday']
['PH-288', '09:10', '10:30', 'Friday']
['PH-288', '10:35', '11:55', 'Friday']
['PH-288', '12:00', '13:20', 'Friday']
['PH-288', '13:25', '14:45', 'Friday']
['PH-130', '08:30', '10:20', 'Tuesday']
['PH-130', '08:30', '10:20', 'Wednesday']
['PH-130', '08:30', '10:20', 'Friday']
['PH-130', '15:40', '16:35', 'Thursday']
['PH-249', '13:30', '15:20', 'Thursday']
['PH-135', '08:40', '10:00', 'Monday']
['PH-135', '10:10', '11:30', 'Monday']
